id;director_name;original_title;vote_average;genres;release_date;actor1_name;actor2_name;actor3_name;actor4_name;actor5_name
2462;Édouard Molinaro;Hibernatus;6.5;Comedy|Science Fiction;10/09/1969;Louis de Funès;Claude Gensac;Bernard Alane;Olivier De Funès;Paul Préboist
2463;Johnnie To;暗戰;7.6;Drama|Action|Thriller|Crime;23/09/1999;Lau Ching-Wan;Andy Lau;Yoyo Mung;Waise Lee;Hui Siu-Hung
2464;Harris Done;Firetrap;4.9;Action|Crime|Thriller;16/03/2001;Dean Cain;Richard Tyson;Mel Harris;Vanessa Angel;Lori Petty
2469;Pedro Almodóvar;¡Átame!;6.9;Comedy|Crime|Drama|Romance;12/12/1989;Victoria Abril;Antonio Banderas;Loles León;Julieta Serrano;María Barranco
2470;Fernando Trueba;Belle Époque;7.0;Comedy|Drama|Romance;4/12/1992;Penélope Cruz;Gabino Diego;Ariadna Gil;Fernando Fernán Gómez;Agustín González
2486;Stefen Fangmeier;Eragon;4.9;Fantasy|Action|Adventure|Family;14/12/2006;Ed Speleers;Jeremy Irons;Sienna Guillory;Robert Carlyle;Djimon Hounsou
2487;Toshiya Fujita;修羅雪姫;7.7;Action|Drama|Thriller;1/12/1973;Meiko Kaji;Kô Nishimura;Toshio Kurosawa;Masaaki Daimon;Miyoko Akaza
2493;Rob Reiner;The Princess Bride;7.6;Adventure|Family|Fantasy|Comedy|Romance;18/09/1987;Cary Elwes;Robin Wright;Mandy Patinkin;André the Giant;Chris Sarandon
2501;Doug Liman;The Bourne Identity;7.3;Action|Drama|Mystery|Thriller;14/06/2002;Matt Damon;Franka Potente;Chris Cooper;Clive Owen;Brian Cox
2502;Paul Greengrass;The Bourne Supremacy;7.2;Action|Drama|Thriller;23/07/2004;Matt Damon;Franka Potente;Brian Cox;Julia Stiles;Karl Urban
2503;Paul Greengrass;The Bourne Ultimatum;7.3;Action|Drama|Mystery|Thriller;3/08/2007;Matt Damon;Julia Stiles;David Strathairn;Scott Glenn;Paddy Considine
2516;Jack Clayton;Our Mother's House;5.5;Drama;9/10/1967;Dirk Bogarde;Margaret Brooks;Pamela Franklin;Louis Sheldon Williams;John Gugolka
2517;Hirokazu Koreeda;誰も知らない;7.7;Drama;7/08/2004;Yuya Yagira;Ayu Kitaura;Hiei Kimura;Momoko Shimizu;Hanae Kan
2525;John Huston;The Bible: In the Beginning...;6.2;Drama;28/09/1966;Michael Parks;Ulla Bergryd;Richard Harris;Franco Nero;George C. Scott
2526;Gianfranco De Bosio;Moses the Lawgiver;7.0;History;22/12/1974;Burt Lancaster;Anthony Quayle;Ingrid Thulin;Irene Papas;Aharon Ipalé
2527;Claude Chabrol;Que la bête meure;7.6;Drama|Thriller;4/09/1969;Michel Duchaussoy;Caroline Cellier;Jean Yanne;Marc Di Napoli;Anouk Ferjac
2528;Claude Chabrol;Madame Bovary;6.6;Drama|Foreign|Romance;3/04/1991;Isabelle Huppert;Jean-François Balmer;Christophe Malavoy;Jean Yanne;Lucas Belvaux
2536;Bernard Toublanc-Michel;Adolphe ou l'âge tendre;0.0;Drama;3/06/1968;Jean-Claude Dauphin;Ulla Jacobsson;Philippe Noiret;Claude Giraud;Maria Mauban
2537;Julio Médem;La pelota vasca. La piel contra la piedra;4.7;Documentary;20/09/2003;none;none;none;none;none
2538;Icíar Bollaín;Hola, ¿estás sola?;3.2;Comedy;28/10/1995;Silke;Candela Peña;Alex Angulo;Elena Irureta;Arcadi Levin
2539;James L. Brooks;Spanglish;5.8;Comedy;17/12/2004;Adam Sandler;Téa Leoni;Paz Vega;Cloris Leachman;Shelbie Bruce
2546;Louis Malle;Zazie dans le métro;6.5;Comedy|Fantasy;28/10/1960;Catherine Demongeot;Philippe Noiret;Hubert Deschamps;Carla Marlier;Annie Fratellini
2565;John Patrick Shanley;Joe Versus the Volcano;5.5;Fantasy|Comedy|Science Fiction|Romance;9/03/1990;Tom Hanks;Meg Ryan;Lloyd Bridges;Dan Hedaya;Ossie Davis
2566;François Ozon;Le temps qui reste;7.1;Drama;16/05/2005;Melvil Poupaud;Jeanne Moreau;Valeria Bruni Tedeschi;Daniel Duval;Marie Rivière
2567;Martin Scorsese;The Aviator;6.9;Drama;17/12/2004;Leonardo DiCaprio;Cate Blanchett;Kate Beckinsale;John C. Reilly;Alec Baldwin
2574;Louis Malle;Les amants;6.4;Romance|Drama;5/09/1958;Jeanne Moreau;Alain Cuny;José Luis de Villalonga;Jean-Marc Bory;Judith Magre
2575;John Boorman;The Tailor of Panama;6.2;Drama|Thriller;11/02/2001;Pierce Brosnan;Geoffrey Rush;Jamie Lee Curtis;Leonor Varela;Brendan Gleeson
2576;George Stevens;The Diary of Anne Frank;7.3;Drama|History;18/03/1959;Millie Perkins;Joseph Schildkraut;Shelley Winters;Richard Beymer;Gusti Huber
2577;Michael Winterbottom;Code 46;6.2;Drama|Romance|Science Fiction|Thriller;2/09/2003;Tim Robbins;Samantha Morton;Nabil Elouahabi;Om Puri;Emil Marwa
2587;Franco Zeffirelli;Fratello sole, sorella luna;6.2;War|Drama|History;3/03/1972;Graham Faulkner;Judi Bowker;Leigh Lawson;Kenneth Cranham;Lee Montague
2588;Julio Médem;Caótica Ana;6.7;Comedy|Drama;24/08/2007;Manuela Vellés;Charlotte Rampling;Bebe;Asier Newman;Nicolas Cazalé
2593;Louis Malle;Le Feu Follet;7.4;Drama;14/10/1963;Maurice Ronet;Léna Skerla;Yvonne Clech;Hubert Deschamps;Jean-Paul Moulinot
2594;Gérard Jugnot;Monsieur Batignole;7.0;Comedy|Drama;6/03/2002;Gérard Jugnot;Jules Sitruk;Michèle Garcia;Jean-Paul Rouve;Alexia Portal
2604;Oliver Stone;Born on the Fourth of July;6.7;Drama|War;20/12/1989;Tom Cruise;Raymond J. Barry;Caroline Kava;Holly Marie Combs;Kyra Sedgwick
2605;John Badham;Short Circuit;6.4;Comedy|Family|Science Fiction;9/05/1986;Ally Sheedy;Steve Guttenberg;Fisher Stevens;Austin Pendleton;G. W. Bailey
2608;Amy Holden Jones;Maid to Order;5.2;Comedy|Fantasy;10/07/1987;Ally Sheedy;Beverly D'Angelo;Michael Ontkean;Valerie Perrine;Dick Shawn
2609;John Hughes;Planes, Trains and Automobiles;7.1;Comedy;26/11/1987;Steve Martin;John Candy;Laila Robins;Michael McKean;Dylan Baker
2610;Anand Tucker;Shopgirl;5.7;Comedy|Drama|Romance;21/10/2005;Steve Martin;Claire Danes;Jason Schwartzman;Bridgette Wilson;Frances Conroy
2611;Chris Columbus;Only the Lonely;6.2;Comedy|Romance;24/05/1991;John Candy;Maureen O'Hara;Ally Sheedy;Kevin Dunn;Milo O'Shea
2612;James Orr;Mr. Destiny;6.2;Fantasy|Comedy|Science Fiction|Romance;12/10/1990;Jim Belushi;Michael Caine;Linda Hamilton;Jon Lovitz;Rene Russo
2613;Norman René;Prelude to a Kiss;5.4;Drama|Comedy|Romance;10/07/1992;Meg Ryan;Alec Baldwin;Ned Beatty;Kathy Bates;Patty Duke
2614;Joe Dante;Innerspace;6.6;Action|Comedy|Science Fiction;30/06/1987;Martin Short;Dennis Quaid;Meg Ryan;Kevin McCarthy;none
2616;John Hughes;Uncle Buck;6.6;Comedy|Drama|Family;16/08/1989;John Candy;Jean Louisa Kelly;Macaulay Culkin;Gaby Hoffmann;Amy Madigan
2617;Howard Deutch;The Great Outdoors;6.3;Comedy;17/06/1988;John Candy;Dan Aykroyd;Annette Bening;Stephanie Faracy;Chris Young
2619;Ron Howard;Splash;6.1;Comedy|Fantasy|Romance;9/03/1984;Tom Hanks;Daryl Hannah;Eugene Levy;John Candy;Dody Goodman
2620;Mark L. Lester;Armed and Dangerous;5.4;Action|Comedy|Crime;15/08/1986;John Candy;Eugene Levy;Robert Loggia;Meg Ryan;Kenneth McMillan
2621;Bonnie Hunt;Return to Me;6.0;Romance|Comedy|Drama;7/04/2000;David Duchovny;Minnie Driver;Carroll O'Connor;Robert Loggia;Jim Belushi
2623;Taylor Hackford;An Officer and a Gentleman;6.7;Drama|Romance;28/07/1982;Richard Gere;Debra Winger;Louis Gossett, Jr.;David Keith;Robert Loggia
2625;Mike Figgis;Mr. Jones;5.9;Drama|Romance;8/10/1993;Richard Gere;Lena Olin;Anne Bancroft;Tom Irwin;Delroy Lindo
2636;Luis Llosa;The Specialist;5.5;Action|Thriller;7/10/1994;Sylvester Stallone;Sharon Stone;James Woods;Rod Steiger;Eric Roberts
2637;Mark Pellington;The Mothman Prophecies;6.1;Drama|Horror|Mystery;25/01/2002;Richard Gere;Laura Linney;Will Patton;Bob Tracey;Debra Messing
2639;Woody Allen;Deconstructing Harry;7.3;Comedy|Drama;26/08/1997;Woody Allen;Kirstie Alley;Billy Crystal;Judy Davis;Caroline Aaron
2640;Michael Lehmann;Heathers;7.3;Comedy|Drama;1/10/1988;Winona Ryder;Christian Slater;Shannen Doherty;Lisanne Falk;Kim Walker
2641;Stuart Cooper;A.D.;5.3;Drama|History|TV Movie;31/03/1985;Anthony Andrews;Colleen Dewhurst;Ava Gardner;David Hedison;John Houseman
2642;Marc Lawrence;Two Weeks Notice;5.9;Romance|Comedy;19/12/2002;Sandra Bullock;Hugh Grant;Alicia Witt;Dana Ivey;Robert Klein
2644;Eric Tsang;最佳拍檔;6.8;Action|Comedy;16/01/1982;Samuel Hui;Karl Maka;Sylvia Chang;Goo Ga-Lau;Dean Shek
2645;Eric Tsang;Zuijia paidang daxian shentong;6.1;Action|Comedy;11/11/1983;Samuel Hui;Karl Maka;Sylvia Chang;Walter Tso Tat-Wah;Yasuaki Kurata
2646;Tsui Hark;Zuijia paidang zhi nuhuang miling;5.6;Action|Comedy;25/01/1984;Samuel Hui;Karl Maka;Sylvia Chang;Cyrus Wong Ka-Ming;Richard Kiel
2647;Ringo Lam;Zuijia paidang zhi qianli jiu chaipo;5.2;Action|Comedy;24/07/1986;Samuel Hui;Karl Maka;Sally Yeh;Sylvia Chang;Cyrus Wong Ka-Ming
2648;Liu Chia-Liang;新最佳拍檔;5.4;Action;1/01/1989;Samuel Hui;Karl Maka;Leslie Cheung;Nina Li Chi;Conan Lee
2649;David Fincher;The Game;7.4;Drama|Thriller|Mystery;12/09/1997;Michael Douglas;Sean Penn;Deborah Kara Unger;James Rebhorn;Spike Jonze
2652;David Slade;Hard Candy;6.8;Drama|Thriller;14/01/2005;Patrick Wilson;Ellen Page;Sandra Oh;Odessa Rae;G.J. Echternkamp
2654;John Carpenter;In the Mouth of Madness;7.0;Horror|Mystery|Thriller;12/12/1994;Sam Neill;Julie Carmen;Jürgen Prochnow;David Warner;Peter Jason
2655;Robert Zemeckis;What Lies Beneath;6.3;Drama|Horror|Mystery|Thriller;21/07/2000;Harrison Ford;Michelle Pfeiffer;Diana Scarwid;James Remar;Miranda Otto
2657;Gary Ross;Pleasantville;7.1;Fantasy|Drama|Comedy;17/09/1998;Tobey Maguire;Reese Witherspoon;William H. Macy;Joan Allen;Jeff Daniels
2661;Leslie H. Martinson;Batman;6.1;Family|Adventure|Comedy|Science Fiction|Crime;30/07/1966;Adam West;Burt Ward;Lee Meriwether;Cesar Romero;Burgess Meredith
2662;Rob Zombie;House of 1000 Corpses;5.9;Horror;11/04/2003;Sid Haig;Bill Moseley;Sheri Moon Zombie;Karen Black;Erin Daniels
2665;Ken Finkleman;Airplane II: The Sequel;5.9;Comedy;10/12/1982;Robert Hays;Julie Hagerty;Lloyd Bridges;Chad Everett;Peter Graves
2666;Alex Proyas;Dark City;7.2;Mystery|Science Fiction;27/02/1998;Rufus Sewell;William Hurt;Kiefer Sutherland;Jennifer Connelly;Richard O'Brien
2667;Daniel Myrick;The Blair Witch Project;6.3;Horror|Mystery;14/07/1999;Michael C. Williams;Heather Donahue;Joshua Leonard;Bob Griffith;Jim King
2668;Tim Burton;Sleepy Hollow;6.9;Drama|Fantasy|Thriller|Mystery;18/11/1999;Johnny Depp;Ian McDiarmid;Christina Ricci;Casper Van Dien;Michael Gough
2669;Roger Donaldson;The Bounty;6.5;Action|Drama|History;4/05/1984;Mel Gibson;Anthony Hopkins;Laurence Olivier;Edward Fox;Daniel Day-Lewis
2670;Tommy Lee Wallace;Stephen King's It;6.6;Fantasy|Drama|Horror;18/11/1990;Harry Anderson;Dennis Christopher;Richard Masur;Annette O'Toole;Tim Reid
2671;Hideo Nakata;リング;6.9;Horror|Thriller;31/01/1998;Nanako Matsushima;Miki Nakatani;Hiroyuki Sanada;Yuko Takeuchi;Hitomi Satô
2672;Raymond Gérôme;Il y a longtemps que je t'aime;0.0;Comedy|Drama;24/07/1974;Jean Barney;Claude Jade;Philippe Mareuil;Jackie Sardou;Daniel Lecourtois
2674;Jean Meyer;Volpone;0.0;Comedy;8/12/1978;Jean Le Poulain;Francis Huster;Claude Jade;Jean Meyer;Francis Lemaire
2675;M. Night Shyamalan;Signs;6.3;Drama|Thriller|Science Fiction|Mystery;2/08/2002;Mel Gibson;Joaquin Phoenix;Rory Culkin;Abigail Breslin;Cherry Jones
2687;John Carpenter;Memoirs of an Invisible Man;5.8;Comedy|Fantasy|Science Fiction;28/02/1992;Chevy Chase;Daryl Hannah;Sam Neill;Michael McKean;Stephen Tobolowsky
2690;Billy Wilder;Irma la Douce;7.1;Comedy|Romance;5/06/1963;Jack Lemmon;Shirley MacLaine;Lou Jacobi;Cliff Osmond;Bruce Yarnell
2692;Leopold Grün;Der rote Elvis;8.0;Documentary;13/02/2007;Dean Reed;Armin Mueller-Stahl;Celino Bleiweiß;Peter Boyles;Egon Krenz
2694;Wang Quan'an;Tuya de hun shi;7.6;Drama|Romance|Foreign;21/09/2006;Nan Yu;Bater;Sen'ge;Zhaya;none
2696;Dušan Milić;Guča!;8.0;Comedy|Drama;14/11/2006;Marko Marković;Aleksandra Manasijević;Mladen Nelević;Nenad Okanović;Slavoljub Pesic
2698;Tom Shadyac;Evan Almighty;5.3;Fantasy|Comedy|Family;9/06/2007;Steve Carell;Lauren Graham;John Goodman;Jimmy Bennett;John Michael Higgins
2699;Robert Lieberman;Titanic;6.4;Action|Drama|Romance;17/11/1996;Peter Gallagher;George C. Scott;Catherine Zeta-Jones;Eva Marie Saint;Tim Curry
2700;Raffaele Mertes;Esther;5.1;History|Drama;29/03/1999;Louise Lombard;F. Murray Abraham;Jürgen Prochnow;Thomas Kretschmann;Ornella Muti
2701;Joseph Sargent;Abraham;4.0;Drama;3/04/1994;Richard Harris;Barbara Hershey;Vittorio Gassman;Carolina Rosi;Andrea Prodan
2702;Atiq Rahimi;Khâkestar-o-khâk;8.0;Drama;13/05/2004;Abdul Ghani;Jawan Mard Homayoun;Walli Tallosh;Guilda Chahverdi;Kader Arefi
2703;Ermanno Olmi;Genesi: La creazione e il diluvio;0.0;Drama|Adventure|Fantasy;16/09/1994;none;Omero Antonutti;Sabir Aziz;Haddou Zoubida;Annabi Abdelialil
2707;Roger Young;St. Paul;5.8;Drama;3/12/2000;Johannes Brandrup;Thomas Lockyer;Barbora Bobuľová;Ennio Fantastichini;none
2712;Peter Hall;Jacob;6.4;History|Drama;4/12/1994;Matthew Modine;Lara Flynn Boyle;Sean Bean;Joss Ackland;Juliet Aubrey
2718;Gianni Buffardi;Number One;0.0;Crime;28/05/1973;Renzo Montagnani;Luigi Pistilli;Claude Jade;Chris Avram;Massimo Serato
2719;Roger Young;Moses;5.9;Drama;20/12/1995;Ben Kingsley;Frank Langella;Christopher Lee;Anna Galiena;Enrico Lo Verso
2721;Costa-Gavras;Z;7.9;Drama|Thriller;26/02/1969;Yves Montand;Irene Papas;Jean-Louis Trintignant;Jacques Perrin;Charles Denner
2722;Emilio Martínez Lázaro;El otro lado de la cama;6.3;Romance|Drama;27/04/2002;Ernesto Alterio;Paz Vega;Guillermo Toledo;Natalia Verbeke;Alberto San Juan
2728;Uwe Boll;Postal;4.5;Action|Comedy;11/08/2007;Zack Ward;Dave Foley;Chris Coppola;J.K. Simmons;Michael Benyaer
2731;Régis Wargnier;Indochine;7.2;Drama|Romance;15/04/1992;Catherine Deneuve;Vincent Pérez;Linh Đan Phạm;Jean Yanne;Dominique Blanc
2732;Nicole Mosleh;Nemesis;2.5;Drama|Science Fiction|Thriller;27/10/2010;Susanne Lothar;Ulrich Mühe;Janina Sachau;Gesine Cukrowski;Goetz Schulte
2734;Robert Markowitz;David;8.3;Drama|History;23/03/1997;Nathaniel Parker;Jonathan Pryce;Leonard Nimoy;Sheryl Lee;Ben Daniels
2735;Joseph Drimal;Monsieur seul;0.0;Crime;12/08/1974;Claude Jade;Michel Vitold;Fernand Berset;Bernard La Jarrige;Jean Parédès
2740;William Karel;Opération lune;7.1;Documentary;16/10/2002;Stanley Kubrick;Richard Nixon;none;none;none
2742;David Cronenberg;Naked Lunch;6.9;Drama;27/12/1991;Peter Weller;Judy Davis;Ian Holm;Julian Sands;Roy Scheider
2747;Mart Dominicus;fl 19,99;0.0;Comedy;8/10/1998;Thomas Acda;Marijke Aerts;Abdenbi Azzaoui;Jacqueline Blom;Jan Willem Brakenhoff
2748;Roberto Rossellini;Viaggio in Italia;7.3;Drama;7/09/1954;Ingrid Bergman;George Sanders;Jackie Frost;Maria Mauban;Anna Proclemer
2749;John Herzfeld;15 Minutes;5.7;Action|Crime|Thriller;1/03/2001;Robert De Niro;Charlize Theron;Edward Burns;Kelsey Grammer;Avery Brooks
2750;Michael Winterbottom;24 Hour Party People;6.8;Comedy|Drama;13/02/2002;Steve Coogan;Paddy Considine;Sean Harris;Lennie James;Shirley Henderson
2751;Paul Driessen;3 Misses;0.0;Animation|Comedy;1/01/1998;none;none;none;none;none
2752;Michael Lehmann;40 Days and 40 Nights;5.2;Comedy|Romance;1/03/2002;Josh Hartnett;Shannyn Sossamon;none;Adam Trese;Emmanuelle Vaugier
2753;Fons Rademakers;De Aanslag;6.8;History|Drama;6/02/1986;Derek de Lint;Marc van Uchelen;Monique van de Ven;none;John Kraaykamp
2754;Alex van Warmerdam;Abel;6.7;Comedy|Foreign;27/02/1986;Alex van Warmerdam;Henri Garcin;Olga Zuiderhoek;Annet Malherbe;Loes Luca
2755;Alexander Payne;About Schmidt;6.8;Drama|Comedy;13/12/2002;Jack Nicholson;Kathy Bates;Hope Davis;Dermot Mulroney;June Squibb
2756;James Cameron;The Abyss;7.1;Adventure|Action|Thriller|Science Fiction;9/08/1989;Ed Harris;Mary Elizabeth Mastrantonio;Michael Biehn;Leo Burmester;Todd Graff
2757;Spike Jonze;Adaptation.;7.4;Comedy|Crime|Drama;6/12/2002;Nicolas Cage;Meryl Streep;Chris Cooper;Tilda Swinton;Cara Seymour
2758;Barry Sonnenfeld;Addams Family Values;6.4;Comedy|Family|Fantasy;19/11/1993;Raúl Juliá;Anjelica Huston;Christopher Lloyd;Christina Ricci;Joan Cusack
2759;Stephan Elliott;The Adventures of Priscilla, Queen of the Desert;7.1;Drama|Comedy;31/05/1994;Terence Stamp;Hugo Weaving;Guy Pearce;Bill Hunter;Sarah Chadwick
2760;Alfred Hitchcock;The Lodger: A Story of the London Fog;7.1;Crime|Drama|Thriller;14/02/1927;Ivor Novello;June Tripp;Marie Ault;Arthur Chesney;Malcolm Keen
2761;Alfred Hitchcock;Secret Agent;6.7;Thriller;12/06/1936;John Gielgud;Peter Lorre;Madeleine Carroll;Robert Young;Percy Marmont
2762;Alfred Hitchcock;Young and Innocent;6.9;Drama|Crime;1/11/1937;Nova Pilbeam;Derrick De Marney;Percy Marmont;Edward Rigby;Mary Clare
2764;Jean van de Velde;All Stars;6.8;;1/05/1997;Antonie Kamerling;Danny de Munk;Thomas Acda;Peter Paul Muller;Plien van Bennekom
2767;Leos Carax;Les Amants du Pont-Neuf;7.5;Drama|Romance;16/10/1991;Juliette Binoche;Denis Lavant;Klaus-Michael Grüber;Edith Scob;Georges Aperghis
2768;Paul Schrader;American Gigolo;5.8;Thriller|Drama|Crime|Romance;8/02/1980;Richard Gere;Lauren Hutton;Judith Ransdell;Héctor Elizondo;K Callan
2769;Vincente Minnelli;An American in Paris;6.9;Drama|Comedy|Music|Romance;8/08/1951;Gene Kelly;Leslie Caron;Oscar Levant;Georges Guétary;Nina Foch
2770;J.B. Rogers;American Pie 2;6.0;Comedy|Romance;10/08/2001;Jason Biggs;Thomas Ian Nicholas;Chris Klein;Seann William Scott;Eddie Kaye Thomas
2771;Shari Springer Berman;American Splendor;7.2;Comedy|Drama;15/08/2003;Paul Giamatti;Hope Davis;Judah Friedlander;James Urbaniak;Harvey Pekar
2772;Petra Gries;Florida - Der Sonnenstaat;0.0;Documentary;1/01/2005;Jürgen Gries;none;none;none;none
2773;Petra Gries;Ägypten - Nil und Pyramiden;0.0;Documentary;1/01/2005;Jürgen Gries;none;none;none;none
2774;Petra Gries;Nationalparks der USA;0.0;Documentary;1/01/2005;Jürgen Gries;none;none;none;none
2775;Petra Gries;Karibik Träume;0.0;Documentary;1/01/2005;Jürgen Gries;none;none;none;none
2776;Petra Gries;Die Inseln Hawaii;0.0;Documentary;1/01/2005;none;none;none;none;none
2777;Kim Ki-duk;파란대문;6.4;Drama;31/10/1998; Lee Ji-eun;Hae-eun Lee;Ahn Jae-mo;Hyeong-gi Jeong;Min-seok Son
2778;Paul Flaherty;Clifford;5.6;Comedy|Family;1/04/1994;Martin Short;Charles Grodin;Mary Steenburgen;Dabney Coleman;Richard Kind
2779;Woody Allen;The Curse of the Jade Scorpion;6.4;Comedy|Crime|Mystery|Romance|Thriller;5/08/2001;Dan Aykroyd;Helen Hunt;Woody Allen;Charlize Theron;David Ogden Stiers
2784;Kurt Gerron;Ein toller Einfall;0.0;Comedy;12/05/1932;Willy Fritsch;Dorothea Wieck;Max Adalbert;Rosi Barsony;Wilhelm Bendow
2786;Jean-Luc Godard;Pierrot le fou;7.6;Drama|Thriller;29/08/1965;Jean-Paul Belmondo;Anna Karina;Graziella Galvani;Dirk Sanders;Jimmy Karoubi
2787;David Twohy;Pitch Black;6.7;Thriller|Science Fiction|Action;18/02/2000;Vin Diesel;Radha Mitchell;Cole Hauser;Lewis Fitz-Gerald;Claudia Black
2788;Ben Stiller;Reality Bites;6.5;Drama;18/02/1994;Winona Ryder;Ben Stiller;Janeane Garofalo;Steve Zahn;Ethan Hawke
2789;David Twohy;The Chronicles of Riddick;6.3;Action|Science Fiction;11/06/2004;Vin Diesel;Thandie Newton;Karl Urban;Colm Feore;Linus Roache
2790;Sebastian Vigg;Der Abgrund - Eine Stadt stürzt ein;5.7;Action|Thriller|Foreign;2/06/2008;Liane Forestieri;Henning Baum;Oliver Stritzel;Marco Girnth;Horst-Günter Marx
2791;Peter Chung;The Chronicles of Riddick: Dark Fury;5.9;Action|Animation|Science Fiction|Thriller;15/06/2004;Vin Diesel;Rhiana Griffith;Keith David;Nick Chinlund;Dwight Schultz
2792;E. W. Emo;Das Testament des Cornelius Gulden;0.0;Comedy;3/11/1932;Magda Schneider;Georg Alexander;Theo Lingen;Ida Wüst;Jakob Tiedtke
2793;Pier Giuseppe Murgia;Voglia di Volare;0.0;Adventure;2/12/1984;Gianni Morandi;Claude Jade;Linda Celani;Daniela Poggi;Isabella Spade
2796;Jean-Christophe Averty;Le Songe d'une nuit d'été;10.0;Comedy;25/12/1969;Claude Jade;Christine Delaroche;Jean-Claude Drouot;Christiane Minazzoli;Michel Ruhl
2797;Patrick Antoine;Nous ne l'avons pas assez aimée;0.0;Drama;18/11/1980;Claude Jade;Eva Darlan;Gilles Ségal;Philippe Khorsand;Michel Fortin
2798;Édouard Molinaro;Oscar;7.5;Comedy;11/10/1967;Louis de Funès;Claude Rich;Agathe Natanson;Claude Gensac;Sylvia Saurel
2800;Rob Reiner;Rumor Has It...;5.2;Comedy;23/12/2005;Jennifer Aniston;Kevin Costner;Shirley MacLaine;Mark Ruffalo;Dustin Hoffman
2802;André van der Hout;De Arm Van Jezus;0.0;;24/01/2003;Huug van Tienhoven;Ferry Heijne;Frank van den Bops;Frank van den Bops;De Kift
2803;Dominique Guillo;La Crim: Le Secret;0.0;Crime;15/03/2004;Isabel Otero;Claude Jade;Christian Bujeau;Tristan Calvez;Jean-François Garreaud
2807;Kars Penninx;Jongens van de Landbouwschool;0.0;Documentary;1/01/2007;Eef Baerends;Pieter Bijker;Marc van der Marel;Marc-Jan Gubbels;Gerrie
2813;Claude Chabrol;Violette Nozière;6.4;Thriller|Drama|Crime|History;24/05/1978;Isabelle Huppert;Stéphane Audran;Jean Carmet;Jean-François Garreaud;Lisa Langlois
2814;Lina Wertmüller;Sabato domenica e lunedì;8.5;Comedy;1/01/1990;Sophia Loren;Luca De Filippo;Luciano De Crescenzo;Alessandra Mussolini;Jérôme Anger
2815;André Barsacq;Les oiseaux de la lune;0.0;Comedy;28/04/1974;Jacques Duby;Claude Jade;Jean-Gabriel Nordmann;Pierre Arditi;Marcel Cuvelier
2817;Alain Resnais;On connaît la chanson;6.8;Drama|Comedy|Romance;12/11/1997;Pierre Arditi;Sabine Azéma;Agnès Jaoui;Jean-Pierre Bacri;André Dussollier
2819;Étienne Dhaene;Groupe Flag: Vrai ou faux;0.0;Crime;23/09/2005;Sophie De La Rochefoucauld;Patrick Fierry;Claude Jade;Stéphane Algoud;Philippe Magnan
2820;Ingo J. Biermann;Deed Poll;1.0;Thriller;5/12/2004;Andre Schneider;Barbara Kowa;Rainer-Maria Wittenauer;Gianni Meurer;Martina Schaak
2821;Ingo J. Biermann;Glastage;0.0;Drama;21/04/2007;Martina Schaak;Andre Schneider;Ingmar Skrinjar;Alexander Bandilla;Doris Prilop
2824;Peter Zadek;Die Mondvögel;0.0;Comedy;3/04/1963;Klaus Kinski;Ilse Pagé;Stanislav Ledinek;Konstantin Paloff;Gisela Trowe
2826;Claude de Givray;Mauregard;0.0;Drama;1/10/1970;Richard Leduc;Henri Guisol;Claude Jade;Brigitte Auber;Jacques Berthier
2830;David Zucker;My Boss's Daughter;4.3;Comedy|Romance;21/08/2003;Ashton Kutcher;Tara Reid;Andy Richter;Jeffrey Tambor;Michael Madsen
2832;James Mangold;Identity;7.1;Mystery|Thriller;25/04/2003;John Cusack;Ray Liotta;Amanda Peet;John Hawkes;Alfred Molina
2837;Gérard Chouchan;Fou comme François;0.0;Comedy|Drama;10/01/1979;Claude Jade;Michel Creton;Reine Courtois;Fabienne Arel;Jean-Pierre Lituac
2840;Bernard Toublanc-Michel;La grotte aux loups;0.0;Crime;29/08/1980;Claude Jade;Alain Claessens;Michel Cassagne;Maurice Aufair;Bernard Born
2841;Jean-Pierre Jeunet;Un long dimanche de fiançailles;7.1;War|Drama|Mystery|Romance;26/10/2004;Audrey Tautou;Gaspard Ulliel;Dominique Pinon;Chantal Neuwirth;André Dussollier
2844;Andy Wilson;Riot at the Rite;0.0;Drama|History;18/10/2005;Adam Garcia;Alex Jennings;none;Emma Pierson;Griff Rhys Jones
2845;Julio D. Wallovits;La Silla;0.0;Drama;2/08/2006;none;Ulises Dumont;Francesc Orella;Gonzalo Cunill;Luis Zahera
2846;Ingo J. Biermann;Zwischen Flieder wandern und singen;0.0;Drama;1/01/2003;Alma Leiberg;Maxim Mehmet;Anna Bolk;Ovo Maltine;Benjamin Knight
2847;Ingo J. Biermann;Scherzo;0.0;Drama;1/12/2002;Sebastian Suba;Rahel Savoldelli;none;none;none
2848;Ingo J. Biermann;Coda;0.0;Drama;2/02/2004;Andre Schneider;Sebastian Suba;none;none;none
2849;Ingo J. Biermann;Prélude;0.0;Drama;5/12/2004;Anna Brandt;Sol Bondy;none;none;none
2850;Ingo J. Biermann;Breaking Glass;3.5;Drama;9/10/2005;Maryam Zaree;Sebastian Becker;none;none;none
