id;director_name;original_title;vote_average;genres;release_date;actor1_name;actor2_name;actor3_name;actor4_name;actor5_name
676;Michael Bay;Pearl Harbor;6.5;History|Romance|War;21/05/2001;Ben Affleck;Josh Hartnett;Kate Beckinsale;Cuba Gooding Jr.;Jon Voight
677;Leni Riefenstahl;Olympia - Fest der Völker;6.4;Documentary;20/04/1938;David Albritton;Jack Beresford;Henri de Baillet-Latour;Philip Edwards;Donald Finlay
678;Jacques Tourneur;Out of the Past;7.7;Drama|Mystery|Thriller;13/11/1947;Robert Mitchum;Jane Greer;Kirk Douglas;Rhonda Fleming;Richard Webb
679;James Cameron;Aliens;7.7;Horror|Action|Thriller|Science Fiction;18/07/1986;Sigourney Weaver;Michael Biehn;James Remar;Paul Reiser;Lance Henriksen
680;Quentin Tarantino;Pulp Fiction;8.2;Thriller|Crime;8/10/1994;John Travolta;Samuel L. Jackson;Uma Thurman;Bruce Willis;Ving Rhames
681;Guy Hamilton;Diamonds Are Forever;6.3;Adventure|Action|Thriller;13/12/1971;Sean Connery;Jill St. John;Charles Gray;Lana Wood;Jimmy Dean
682;Guy Hamilton;The Man with the Golden Gun;6.4;Adventure|Action|Thriller;1/12/1974;Roger Moore;Christopher Lee;Britt Ekland;Maud Adams;Hervé Villechaize
685;Leni Riefenstahl;Olympia - Fest der Schönheit;6.0;Documentary;20/04/1938;Jack Beresford;Ralf Berzsenyi;Ferenc Csík;Richard Degener;Willemijntje den Ouden
686;Robert Zemeckis;Contact;7.1;Drama|Science Fiction|Mystery;11/07/1997;Jodie Foster;Matthew McConaughey;James Woods;John Hurt;Tom Skerritt
687;Tim Robbins;Dead Man Walking;7.2;Drama;29/12/1995;Susan Sarandon;Sean Penn;Robert Prosky;Raymond J. Barry;R. Lee Ermey
688;Clint Eastwood;The Bridges of Madison County;7.2;Drama|Romance;28/05/1995;Meryl Streep;Clint Eastwood;Annie Corley;Victor Slezak;Jim Haynie
689;Theo Angelopoulos;Ο θίασος;6.7;Drama;1/01/1975;Eva Kotamanidou;Aliki Georgouli;Stratos Pahis;Vangelis Kazan;Maria Vassiliou
690;Robert Bresson;Pickpocket;7.3;Crime|Drama;16/12/1959;Martin LaSalle;Marika Green;Jean Pélégri;Dolly Scal;Pierre Leymarie
691;Lewis Gilbert;The Spy Who Loved Me;6.6;Adventure|Action|Thriller;7/07/1977;Roger Moore;Barbara Bach;Curd Jürgens;Richard Kiel;Caroline Munro
692;John Waters;Pink Flamingos;6.2;Comedy|Crime;12/03/1972;Divine;David Lochary;Mary Vivian Pearce;Mink Stole;Danny Mills
693;Jay Roach;Meet the Fockers;6.1;Comedy|Romance;22/12/2004;Ben Stiller;Teri Polo;Robert De Niro;Dustin Hoffman;Barbra Streisand
694;Stanley Kubrick;The Shining;8.0;Horror|Thriller;22/05/1980;Jack Nicholson;Shelley Duvall;Danny Lloyd;Scatman Crothers;Barry Nelson
695;Robert Altman;Short Cuts;6.9;Comedy|Drama;5/09/1993;Julianne Moore;Andie MacDowell;Tim Robbins;Jack Lemmon;Anne Archer
696;Woody Allen;Manhattan;7.7;Comedy|Drama|Romance;25/04/1979;Woody Allen;Diane Keaton;Michael Murphy;Mariel Hemingway;Meryl Streep
697;Sergei M. Eisenstein;Oktyabr;6.5;Documentary|Drama;14/03/1928;Vladimir Popov;Vasili Nikandrov;Layaschenko;Boris Livanov;Mikholyev
698;Lewis Gilbert;Moonraker;5.9;Action|Adventure|Thriller|Science Fiction;26/06/1979;Roger Moore;Lois Chiles;Michael Lonsdale;Corinne Cléry;Richard Kiel
699;John Glen;For Your Eyes Only;6.3;Adventure|Action|Thriller;23/06/1981;Roger Moore;Carole Bouquet;Chaim Topol;Lynn-Holly Johnson;Julian Glover
700;John Glen;Octopussy;6.2;Adventure|Action|Thriller;5/06/1983;Roger Moore;Maud Adams;Louis Jourdan;Kristina Wayborn;Kabir Bedi
701;John G. Blystone;Our Hospitality;7.7;Comedy|Drama|Family;19/11/1923;Buster Keaton;Joe Roberts;Natalie Talmadge;Ralph Bushman;Craig Ward
702;Elia Kazan;A Streetcar Named Desire;7.6;Drama;18/09/1951;Vivien Leigh;Marlon Brando;Kim Hunter;Karl Malden;Rudy Bond
703;Woody Allen;Annie Hall;7.7;Comedy|Drama|Romance;19/04/1977;Woody Allen;Diane Keaton;Tony Roberts;Carol Kane;Paul Simon
704;Richard Lester;A Hard Day's Night;7.3;Comedy|Music;6/07/1964;John Lennon;Paul McCartney;George Harrison;Ringo Starr;Wilfrid Brambell
705;Joseph L. Mankiewicz;All About Eve;8.0;Drama;9/11/1950;Bette Davis;Anne Baxter;George Sanders;Celeste Holm;Gary Merrill
706;Rainer Werner Fassbinder;Fontane Effi Briest;6.6;History|Drama;20/06/1974;Hanna Schygulla;Wolfgang Schenck;Ulli Lommel;Lilo Pempeit;Herbert Steinmetz
707;John Glen;A View to a Kill;6.0;Adventure|Action|Thriller;24/05/1985;Roger Moore;Christopher Walken;Tanya Roberts;Grace Jones;Patrick Macnee
708;John Glen;The Living Daylights;6.2;Action|Adventure|Thriller;29/06/1987;Timothy Dalton;Maryam d'Abo;Jeroen Krabbé;Joe Don Baker;John Rhys-Davies
709;John Glen;Licence to Kill;5.9;Adventure|Action|Thriller;7/07/1989;Timothy Dalton;Carey Lowell;Robert Davi;Talisa Soto;Anthony Zerbe
710;Martin Campbell;GoldenEye;6.6;Adventure|Action|Thriller;16/11/1995;Pierce Brosnan;Sean Bean;Izabella Scorupco;Famke Janssen;Joe Don Baker
711;Gus Van Sant;Finding Forrester;7.0;Drama;21/12/2000;Sean Connery;Rob Brown;F. Murray Abraham;Anna Paquin;Busta Rhymes
712;Mike Newell;Four Weddings and a Funeral;6.6;Comedy|Drama|Romance;9/03/1994;Hugh Grant;Andie MacDowell;James Fleet;Simon Callow;John Hannah
713;Jane Campion;The Piano;7.1;Drama|Romance;19/05/1993;Holly Hunter;Harvey Keitel;Sam Neill;Anna Paquin;Cliff Curtis
714;Roger Spottiswoode;Tomorrow Never Dies;6.0;Adventure|Action|Thriller;11/12/1997;Pierce Brosnan;Jonathan Pryce;Michelle Yeoh;Teri Hatcher;Ricky Jay
742;Lukas Moodysson;Tillsammans;6.8;Drama|Comedy|Romance;25/08/2000;Lisa Lindgren;Michael Nyqvist;Emma Samuelsson;Sam Kessel;Gustaf Hammarsten
743;Peter Lichtefeld;Zugvögel – einmal nach Inari;4.3;Comedy;1/01/1998;Joachim Król;Outi Mäenpää;Peter Lohmeyer;Jochen Nickel;Nina Petri
744;Tony Scott;Top Gun;6.7;Action|Romance|War;16/05/1986;Tom Cruise;Kelly McGillis;Val Kilmer;Anthony Edwards;Tom Skerritt
745;M. Night Shyamalan;The Sixth Sense;7.7;Mystery|Thriller|Drama;6/08/1999;Bruce Willis;Toni Collette;Olivia Williams;Haley Joel Osment;Donnie Wahlberg
746;Bernardo Bertolucci;The Last Emperor;7.3;Drama|History;21/10/1987;John Lone;Peter O'Toole;Joan Chen;Dennis Dun;Ryuichi Sakamoto
747;Edgar Wright;Shaun of the Dead;7.5;Horror|Comedy;9/04/2004;Simon Pegg;Nick Frost;Kate Ashfield;Lucy Davis;Dylan Moran
750;George Pollock;Murder She Said;7.1;Drama|Crime|Mystery|Comedy;1/01/1961;Margaret Rutherford;Arthur Kennedy;Muriel Pavlow;James Robertson Justice;Thorley Walters
751;George Pollock;Murder at the Gallop;6.3;Drama|Thriller|Crime|Mystery|Comedy;1/01/1963;Margaret Rutherford;Stringer Davis;Robert Morley;Flora Robson;Charles Tingwell
752;James McTeigue;V for Vendetta;7.7;Action|Thriller|Fantasy;15/03/2006;Natalie Portman;Hugo Weaving;Stephen Rea;Stephen Fry;John Hurt
753;John Cassavetes;Faces;7.0;Drama;24/11/1968;Gena Rowlands;John Marley;Lynn Carlin;Seymour Cassel;Fred Draper
754;John Woo;Face/Off;6.8;Action|Crime|Science Fiction|Thriller;27/06/1997;John Travolta;Nicolas Cage;Joan Allen;Alessandro Nivola;Gina Gershon
755;Robert Rodriguez;From Dusk Till Dawn;6.9;Horror|Action|Thriller|Crime;19/01/1996;George Clooney;Quentin Tarantino;Harvey Keitel;Juliette Lewis;Ernest Liu
756;Samuel Armstrong;Fantasia;7.1;Animation|Family|Music;13/11/1940;none;Deems Taylor;Walt Disney;none;Julietta Novis
757;George Pollock;Murder Most Foul;6.7;Drama|Thriller|Crime|Mystery|Comedy;1/03/1964;Margaret Rutherford;Ron Moody;Charles Tingwell;Andrew Cruickshank;Megs Jenkins
758;George Pollock;Murder Ahoy;7.2;Drama|Thriller|Crime|Mystery|Comedy;1/06/1964;Margaret Rutherford;Stringer Davis;Lionel Jeffries;Charles Tingwell;William Mervyn
759;Howard Hawks;Gentlemen Prefer Blondes;7.0;Comedy|Romance;14/07/1953;Jane Russell;Marilyn Monroe;Charles Coburn;Elliott Reid;Tommy Noonan
760;Gérard Oury;Les aventures de Rabbi Jacob;7.1;Comedy;17/10/1973;Louis de Funès;Suzy Delair;Claude Giraud;Henri Guybet;Marcel Dalio
761;Claude Zidi;L'Aile ou la Cuisse;6.8;Comedy;27/10/1976;Louis de Funès;Coluche;Claude Gensac;Ann Zacharias;Julien Guiomar
762;Terry Gilliam;Monty Python and the Holy Grail;7.7;Adventure|Comedy|Fantasy;13/03/1975;Graham Chapman;John Cleese;Terry Gilliam;Eric Idle;Terry Jones
763;Peter Jackson;Braindead;7.4;Horror|Comedy;13/08/1992;Tim Balme;Diana Peñalver;Elizabeth Moody;Ian Watkin;Brenda Kendall
764;Sam Raimi;The Evil Dead;7.3;Horror;15/10/1981;Bruce Campbell;Ellen Sandweiss;Richard DeManincor;Betsy Baker;Theresa Tilly
765;Sam Raimi;Evil Dead II;7.6;Horror|Comedy|Fantasy;13/03/1987;Bruce Campbell;Sarah Berry;Dan Hicks;Kassie DePaiva;Denise Bixler
766;Sam Raimi;Army of Darkness;7.3;Fantasy|Horror|Comedy;9/10/1992;Bruce Campbell;Embeth Davidtz;Marcus Gilbert;Ian Abercrombie;Richard Grove
767;David Yates;Harry Potter and the Half-Blood Prince;7.4;Adventure|Fantasy|Family;7/07/2009;Daniel Radcliffe;Rupert Grint;Emma Watson;Tom Felton;Michael Gambon
768;Albert Hughes;From Hell;6.6;Horror|Mystery|Thriller;19/10/2001;Johnny Depp;Heather Graham;Ian Holm;Robbie Coltrane;Ian Richardson
769;Martin Scorsese;GoodFellas;8.2;Drama|Crime;12/09/1990;Robert De Niro;Ray Liotta;Joe Pesci;Lorraine Bracco;Paul Sorvino
770;Victor Fleming;Gone with the Wind;7.6;Drama|Romance|War;15/12/1939;Vivien Leigh;Clark Gable;Olivia de Havilland;Thomas Mitchell;Leslie Howard
771;Chris Columbus;Home Alone;7.0;Comedy|Family;9/11/1990;Macaulay Culkin;Joe Pesci;Daniel Stern;John Heard;Catherine O'Hara
772;Chris Columbus;Home Alone 2: Lost in New York;6.3;Comedy|Family|Adventure|Crime;19/11/1992;Macaulay Culkin;Joe Pesci;Catherine O'Hara;Daniel Stern;John Heard
773;Jonathan Dayton;Little Miss Sunshine;7.5;Comedy|Drama;26/07/2006;Greg Kinnear;Toni Collette;Steve Carell;Paul Dano;Abigail Breslin
774;Louis Lumière;La Sortie de l'Usine Lumière à Lyon;6.1;Documentary;1895-06-10;none;none;none;none;none
775;Georges Méliès;Le Voyage dans la Lune;7.9;Adventure|Fantasy|Science Fiction;1/09/1902;Georges Méliès;Henri Delannoy;Bleuette Bernon;Brunnet;Victor André
776;Jean Renoir;La Règle du jeu;7.7;Drama|Comedy|Romance;8/06/1939;Nora Gregor;Paulette Dubost;Mila Parély;Odette Talazac;Claire Gérard
777;Jean Renoir;La Grande Illusion;7.5;Drama|History|War;4/06/1937;Jean Gabin;Dita Parlo;Pierre Fresnay;Erich von Stroheim;none
778;Jacques Tati;Les Vacances de Monsieur Hulot;7.3;Comedy|Family;26/02/1953;Jacques Tati;Nathalie Pascaud;Micheline Rolla;Valentine Camax;Louis Perrault
779;Carl Th. Dreyer;Vampyr - Der Traum des Allan Grey;7.2;Drama|Horror;6/05/1932;Julian West;Sybille Schmitz;Rena Mandel;Jan Hieronimko;Maurice Schutz
780;Carl Th. Dreyer;La passion de Jeanne d'Arc;8.1;Drama|History;21/04/1928;Maria Falconetti;Eugene Silvain;André Berley;Antonin Artaud;Jean d'Yd
781;Tom Tykwer;Winterschläfer;6.7;Drama;30/10/1997;Ulrich Matthes;Marie-Lou Sellem;Floriane Daniel;Heino Ferch;Josef Bierbichler
782;Andrew Niccol;Gattaca;7.4;Thriller|Science Fiction|Mystery|Romance;7/09/1997;Ethan Hawke;none;Jude Law;Gore Vidal;Uma Thurman
783;Richard Attenborough;Gandhi;7.4;Drama|History;30/11/1982;Ben Kingsley;Candice Bergen;Edward Fox;John Gielgud;Trevor Howard
784;Jan Svěrák;Kolja;7.6;Music|Drama|Comedy;5/05/1996;Andrei Chalimon;Zdeněk Svěrák;Libuše Šafránková;Ondřej Vetchý;Stella Zázvorková
785;Slatan Dudow;Kuhle Wampe oder: Wem gehört die Welt?;6.6;Drama;14/05/1932;Hertha Thiele;Martha Wolter;Lilli Schoenborn;Ernst Busch;Adolf Fischer
786;Cameron Crowe;Almost Famous;7.4;Drama|Music;15/09/2000;Kate Hudson;Billy Crudup;Frances McDormand;Jason Lee;Patrick Fugit
787;Doug Liman;Mr. & Mrs. Smith;6.5;Action|Comedy|Drama|Thriller;7/06/2005;Angelina Jolie;Brad Pitt;Vince Vaughn;Adam Brody;Kerry Washington
788;Chris Columbus;Mrs. Doubtfire;7.0;Comedy|Drama|Family;24/11/1993;Robin Williams;Sally Field;Pierce Brosnan;Harvey Fierstein;Polly Holliday
789;Jiří Menzel;Ostře sledované vlaky;7.3;Comedy|Drama|War;18/11/1966;Václav Neckář;Josef Somr;Vlastimil Brodský;Vladimír Valenta;Alois Vachek
790;John Carpenter;The Fog;6.4;Horror;8/02/1980;Adrienne Barbeau;Jamie Lee Curtis;Janet Leigh;John Houseman;Tom Atkins
791;Rupert Wainwright;The Fog;3.8;Horror|Thriller;14/10/2005;Tom Welling;Maggie Grace;Selma Blair;DeRay Davis;Kenneth Welsh
792;Oliver Stone;Platoon;7.5;Drama|War|Action;18/12/1986;Tom Berenger;Charlie Sheen;Willem Dafoe;Forest Whitaker;John C. McGinley
793;David Lynch;Blue Velvet;7.6;Crime|Drama|Mystery|Thriller;1/08/1986;Isabella Rossellini;Kyle MacLachlan;Dennis Hopper;Laura Dern;Hope Lange
794;Richard Donner;The Omen;7.2;Horror|Thriller;6/06/1976;Gregory Peck;Lee Remick;David Warner;Billie Whitelaw;Harvey Stephens
795;Brad Silberling;City of Angels;6.4;Drama|Fantasy|Romance;10/04/1998;Nicolas Cage;Meg Ryan;Andre Braugher;Dennis Franz;Colm Feore
796;Roger Kumble;Cruel Intentions;6.6;Drama|Romance|Thriller;5/03/1999;Sarah Michelle Gellar;Ryan Phillippe;Reese Witherspoon;Selma Blair;Louise Fletcher
797;Ingmar Bergman;Persona;7.9;Drama;18/10/1966;Bibi Andersson;Liv Ullmann;Margaretha Krook;Gunnar Björnstrand;Jörgen Lindström
798;Thomas Engel;Pünktchen und Anton;6.0;Drama;26/08/1953;Sabine Eggerth;Peter Feldt;Hertha Feiler;Paul Klinger;Annie Rosar
799;Caroline Link;Pünktchen und Anton;7.2;Family;11/03/1999;Elea Geissler;Max Felder;Juliane Köhler;August Zirner;Meret Becker
800;Luis Buñuel;Los Olvidados;7.7;Crime|Drama;9/11/1950;Alfonso Mejía;Estela Inda;Miguel Inclán;Roberto Cobo;Alma Delia Fuentes
801;Barry Levinson;Good Morning, Vietnam;7.1;Comedy|Drama|War;23/12/1987;Robin Williams;Forest Whitaker;Tung Thanh Tran;Chintara Sukapatana;Bruno Kirby
802;Stanley Kubrick;Lolita;7.2;Drama|Romance;12/06/1962;James Mason;Sue Lyon;Shelley Winters;Peter Sellers;Lois Maxwell
803;Alain Resnais;Nuit et brouillard;8.3;History|Documentary|War;1/01/1955;Michel Bouquet;Reinhard Heydrich;Heinrich Himmler;Adolf Hitler;Julius Streicher
804;William Wyler;Roman Holiday;7.8;Comedy|Romance;2/09/1953;Gregory Peck;Audrey Hepburn;Eddie Albert;Hartley Power;Harcourt Williams
805;Roman Polanski;Rosemary's Baby;7.5;Horror|Drama|Mystery;12/06/1968;Mia Farrow;John Cassavetes;Ruth Gordon;Sidney Blackmer;Maurice Evans
806;John Moore;The Omen;5.3;Drama|Horror|Thriller;6/06/2006;Liev Schreiber;Julia Stiles;Seamus Davey-Fitzpatrick;David Thewlis;Pete Postlethwaite
807;David Fincher;Se7en;8.1;Crime|Mystery|Thriller;22/09/1995;Brad Pitt;Morgan Freeman;Gwyneth Paltrow;John C. McGinley;Kevin Spacey
808;Andrew Adamson;Shrek;7.3;Adventure|Animation|Comedy|Family|Fantasy;16/05/2001;Mike Myers;Eddie Murphy;Cameron Diaz;John Lithgow;Vincent Cassel
809;Andrew Adamson;Shrek 2;6.7;Adventure|Animation|Comedy|Family|Fantasy;19/05/2004;Mike Myers;Eddie Murphy;Cameron Diaz;Julie Andrews;Antonio Banderas
810;Chris Miller;Shrek the Third;5.9;Fantasy|Adventure|Animation|Comedy|Family;17/05/2007;Mike Myers;Eddie Murphy;Cameron Diaz;Julie Andrews;Antonio Banderas
811;Douglas Trumbull;Silent Running;6.3;Adventure|Drama|Science Fiction;9/03/1972;Bruce Dern;Cliff Potts;Ron Rifkin;Jesse Vint;Steven Brown
812;Ron Clements;Aladdin;7.4;Animation|Family|Comedy|Adventure|Fantasy|Romance;25/11/1992;Scott Weinger;Robin Williams;Linda Larkin;Jonathan Freeman;Frank Welker
813;Jim Abrahams;Airplane!;7.2;Comedy;2/07/1980;Robert Hays;Julie Hagerty;Kareem Abdul-Jabbar;Lloyd Bridges;Peter Graves
814;John Landis;An American Werewolf in London;7.2;Horror|Comedy;21/08/1981;David Naughton;Jenny Agutter;Griffin Dunne;John Woodvine;Lila Kaye
815;John Stephenson;Animal Farm;5.9;Family|Drama|Comedy;3/10/1999;Kelsey Grammer;Ian Holm;Julia Louis-Dreyfus;Julia Ormond;Pete Postlethwaite
816;Jay Roach;Austin Powers: International Man of Mystery;6.5;Science Fiction|Comedy|Crime;2/05/1997;Mike Myers;Elizabeth Hurley;Michael York;Mimi Rogers;Seth Green
817;Jay Roach;Austin Powers: The Spy Who Shagged Me;6.1;Adventure|Comedy|Crime|Science Fiction;8/06/1999;Mike Myers;Heather Graham;Michael York;Robert Wagner;Rob Lowe
818;Jay Roach;Austin Powers in Goldmember;5.9;Comedy|Crime|Science Fiction;26/07/2002;Mike Myers;Beyoncé Knowles;Seth Green;Michael York;Mindy Sterling
819;Barry Levinson;Sleepers;7.3;Crime|Drama|Thriller;18/10/1996;Robert De Niro;Brad Pitt;Kevin Bacon;Jason Patric;Ron Eldard
820;Oliver Stone;JFK;7.5;Drama|Thriller|History;20/12/1991;Kevin Costner;Tommy Lee Jones;Gary Oldman;Kevin Bacon;Michael Rooker
821;Stanley Kramer;Judgment at Nuremberg;7.6;Drama|History;1/12/1961;Spencer Tracy;Burt Lancaster;Richard Widmark;Marlene Dietrich;Maximilian Schell
822;Satyajit Ray;জলসাঘর;7.7;Music|Drama;10/10/1958;Chhabi Biswas;Padmadevi;Kali Sarkar;Gangapada Basu;Pinaki Sengupta
823;Hiroyuki Okiura;人狼;7.3;Animation|Science Fiction|Thriller;17/11/1999;Yoshikatsu Fujiki;Sumi Mutou;Hiroyuki Kinosha;Eri Sendai;Kenji Nakagawa
824;Baz Luhrmann;Moulin Rouge!;7.3;Drama|Music|Romance;9/03/2001;Nicole Kidman;Ewan McGregor;John Leguizamo;Jim Broadbent;Richard Roxburgh
825;Willard Carroll;Playing by Heart;6.5;Drama;30/12/1998;Gillian Anderson;Ellen Burstyn;Sean Connery;Anthony Edwards;Angelina Jolie
826;David Lean;The Bridge on the River Kwai;7.7;Drama|History|War;2/10/1957;William Holden;Alec Guinness;Jack Hawkins;Sessue Hayakawa;James Donald
827;Henri-Georges Clouzot;Les diaboliques;7.9;Drama|Horror|Thriller;29/01/1955;Simone Signoret;Véra Clouzot;Paul Meurisse;Charles Vanel;Jean Brochard
828;Robert Wise;The Day the Earth Stood Still;7.3;Drama|Science Fiction|Thriller;17/09/1951;Michael Rennie;Patricia Neal;Billy Gray;Hugh Marlowe;Sam Jaffe
829;Roman Polanski;Chinatown;7.8;Crime|Drama|Mystery|Thriller;20/06/1974;Jack Nicholson;Faye Dunaway;John Huston;Perry Lopez;John Hillerman
830;Fred M. Wilcox;Forbidden Planet;7.2;Adventure|Science Fiction|Action;15/03/1956;Walter Pidgeon;Anne Francis;Leslie Nielsen;Warren Stevens;Jack Kelly
831;Joseph M. Newman;This Island Earth;5.6;Mystery|Adventure|Science Fiction|Horror|Thriller;1/06/1955;Jeff Morrow;Faith Domergue;Rex Reason;Lance Fuller;Russell Johnson
832;Fritz Lang;M;8.0;Drama|Action|Thriller|Crime;11/05/1931;Peter Lorre;Ellen Widmann;Inge Landgut;Otto Wernicke;Theodor Loos
833;Vittorio De Sica;Umberto D.;7.9;Drama;20/01/1952;Carlo Battisti;none;Lina Gennari;Ileana Simova;Elena Rea
834;Len Wiseman;Underworld: Evolution;6.4;Fantasy|Action|Science Fiction|Thriller;12/01/2006;Kate Beckinsale;Scott Speedman;Tony Curran;Shane Brolly;Derek Jacobi
835;Karl Hartl;F.P.1 antwortet nicht;0.0;Science Fiction;22/12/1932;Hans Albers;Sybille Schmitz;Paul Hartmann;Peter Lorre;Hermann Speelmans
836;Nelson Pereira dos Santos;Vidas secas;6.6;Drama|Foreign|Romance;22/08/1963;Átila Iório;Maria Ribeiro;Orlando Macedo;Joffre Soares;none
837;David Cronenberg;Videodrome;7.1;Horror|Mystery|Science Fiction;4/02/1983;James Woods;Sonja Smits;Deborah Harry;Peter Dvorsky;none
838;George Lucas;American Graffiti;6.9;Comedy|Drama;1/08/1973;Richard Dreyfuss;Ron Howard;Paul Le Mat;Charles Martin Smith;Cindy Williams
839;Steven Spielberg;Duel;7.2;Horror|Action|Mystery|Thriller;10/11/1971;Dennis Weaver;Jacqueline Scott;Eddie Firestone;Lou Frizzell;Gene Dynarski
840;Steven Spielberg;Close Encounters of the Third Kind;7.2;Science Fiction|Drama;16/11/1977;Richard Dreyfuss;François Truffaut;Teri Garr;Melinda Dillon;Bob Balaban
841;David Lynch;Dune;6.5;Action|Science Fiction|Adventure;14/12/1984;Kyle MacLachlan;Francesca Annis;Leonardo Cimino;Brad Dourif;José Ferrer
842;Niels Mueller;The Assassination of Richard Nixon;6.4;Drama|History|Thriller;17/05/2004;Sean Penn;Naomi Watts;Don Cheadle;Jack Thompson;none
843;Wong Kar-wai;花樣年華;7.8;Drama|Romance;22/05/2000;Tony Leung Chiu-Wai;Maggie Cheung;Rebecca Pan;Kelly Lai Chen;Siu Ping-Lam
844;Wong Kar-wai;2046;6.9;Fantasy|Drama|Science Fiction|Romance;20/05/2004;Tony Leung Chiu-Wai;Zhang Ziyi;Faye Wong;Takuya Kimura;Gong Li
845;Alfred Hitchcock;Strangers on a Train;7.5;Crime|Drama|Thriller;19/06/1951;Farley Granger;Robert Walker;Ruth Roman;Patricia Hitchcock;Kasey Rogers
846;Rob Bowman;The X Files;6.6;Mystery|Science Fiction|Thriller;19/06/1998;David Duchovny;Gillian Anderson;Mitch Pileggi;William B. Davis;John Neville
847;Ron Howard;Willow;6.8;Adventure|Drama|Action;1/05/1988;Warwick Davis;Val Kilmer;Joanne Whalley;Jean Marsh;Patricia Hayes
848;Matthew Robbins;Dragonslayer;6.5;Fantasy;26/06/1981;Peter MacNicol;Caitlin Clarke;Ralph Richardson;John Hallam;Peter Eyre
849;Peter Yates;Krull;5.8;Fantasy|Action|Adventure;29/07/1983;Ken Marshall;Lysette Anthony;Francesca Annis;Alun Armstrong;David Battley
850;Bob Clark;A Christmas Story;7.4;Comedy|Family;18/11/1983;Melinda Dillon;Darren McGavin;Peter Billingsley;Jean Shepherd;Ian Petrella
851;David Lean;Brief Encounter;7.5;Drama|Romance;24/11/1945;Celia Johnson;Trevor Howard;Stanley Holloway;Joyce Carey;Cyril Raymond
852;Ladislao Vajda;Es geschah am hellichten Tag;6.9;Thriller|Crime;9/06/1958;Heinz Rühmann;Sigfrit Steiner;Siegfried Lowitz;Michel Simon;Heinrich Gretler
853;Jean-Jacques Annaud;Enemy at the Gates;7.2;War;13/03/2001;Jude Law;Rachel Weisz;Ed Harris;Joseph Fiennes;Bob Hoskins
854;Chuck Russell;The Mask;6.6;Romance|Comedy|Crime|Fantasy;29/07/1994;Jim Carrey;Cameron Diaz;Nancy Fish;Tim Bagley;Johnny Williams
855;Ridley Scott;Black Hawk Down;7.2;Action|History|War;28/12/2001;Josh Hartnett;Ewan McGregor;Jason Isaacs;Tom Sizemore;William Fichtner
856;Robert Zemeckis;Who Framed Roger Rabbit;7.2;Fantasy|Animation|Comedy|Crime|Family;21/06/1988;Bob Hoskins;Christopher Lloyd;Joanna Cassidy;Charles Fleischer;Kathleen Turner
857;Steven Spielberg;Saving Private Ryan;7.9;Drama|History|War;24/07/1998;Tom Hanks;Matt Damon;Vin Diesel;Tom Sizemore;Barry Pepper
858;Nora Ephron;Sleepless in Seattle;6.5;Comedy|Drama|Romance;24/06/1993;Tom Hanks;Meg Ryan;Bill Pullman;Ross Malinger;Rosie O'Donnell
859;Stephen Frears;Dangerous Liaisons;7.0;Drama|Romance;16/12/1988;Glenn Close;John Malkovich;Michelle Pfeiffer;Swoosie Kurtz;Keanu Reeves
860;John Badham;WarGames;7.0;Thriller|Science Fiction;3/06/1983;Matthew Broderick;Dabney Coleman;Ally Sheedy;John Wood;Barry Corbin
861;Paul Verhoeven;Total Recall;7.0;Action|Adventure|Science Fiction;1/06/1990;Arnold Schwarzenegger;Sharon Stone;Rachel Ticotin;Ronny Cox;Michael Ironside
862;John Lasseter;Toy Story;7.7;Animation|Comedy|Family;30/10/1995;Tom Hanks;Tim Allen;Don Rickles;Jim Varney;Wallace Shawn
863;John Lasseter;Toy Story 2;7.3;Animation|Comedy|Family;30/10/1999;Tom Hanks;Tim Allen;Joan Cusack;Kelsey Grammer;Don Rickles
864;Jon Turteltaub;Cool Runnings;6.8;Comedy;30/09/1993;Leon Robinson;Doug E. Doug;Rawle D. Lewis;Malik Yoba;John Candy
865;Paul Michael Glaser;The Running Man;6.4;Action|Science Fiction;13/11/1987;Arnold Schwarzenegger;Richard Dawson;María Conchita Alonso;Yaphet Kotto;Jim Brown
866;Marc Forster;Finding Neverland;7.2;Drama;17/10/2004;Johnny Depp;Kate Winslet;Julie Christie;Dustin Hoffman;Freddie Highmore
867;Phillip Noyce;Sliver;5.0;Drama|Thriller;21/05/1993;Sharon Stone;William Baldwin;Tom Berenger;Polly Walker;Colleen Camp
868;Gavin Hood;Tsotsi;6.9;Crime|Drama;18/08/2005;Presley Chweneyagae;Jerry Mofokeng;Terry Pheto;Kenneth Nkosi;Zenzo Ngqobe
869;Tim Burton;Planet of the Apes;5.5;Thriller|Science Fiction|Action|Adventure;25/07/2001;Mark Wahlberg;Tim Roth;Helena Bonham Carter;Michael Clarke Duncan;Kris Kristofferson
870;Takeshi Kitano;ドールズ;7.5;Drama|Romance;5/09/2002;Miho Kanno;Hidetoshi Nishijima;Tatsuya Mihashi;Chieko Matsubara;Kyoko Fukada
871;Franklin J. Schaffner;Planet of the Apes;7.5;Adventure|Drama|Action;7/02/1968;Charlton Heston;Roddy McDowall;Kim Hunter;Maurice Evans;James Daly
872;Stanley Donen;Singin' in the Rain;7.8;Comedy|Music|Romance;10/04/1952;Gene Kelly;Donald O'Connor;Debbie Reynolds;Jean Hagen;Millard Mitchell
